tripduration', 'starttime', 'stoptime', 'start station id', 'start station name', 'start station latitude', 'start station longitude', 'end station id', 'end station name', 'end station latitude', 'end station longitude', 'bikeid', 'usertype', 'birth year', 'gender'
1665,6/7/15 14:42,6/7/15 15:09,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19580,Customer,,0
1600,6/7/15 18:34,6/7/15 19:01,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,17792,Subscriber,1991,1
1723,6/7/15 18:35,6/7/15 19:04,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15950,Subscriber,1975,1
1693,6/7/15 18:35,6/7/15 19:04,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,16733,Subscriber,1975,2
1452,6/9/15 13:00,6/9/15 13:25,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,20239,Customer,,0
1593,6/12/15 8:24,6/12/15 8:51,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18861,Subscriber,1989,1
1628,6/13/15 13:09,6/13/15 13:36,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,20350,Subscriber,1969,1
1566,6/13/15 13:10,6/13/15 13:36,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15139,Subscriber,1975,2
2000,6/13/15 16:35,6/13/15 17:08,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19575,Subscriber,1984,1
1544,6/15/15 10:12,6/15/15 10:38,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,20165,Customer,,0
1779,6/16/15 8:05,6/16/15 8:35,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,21809,Subscriber,1989,1
1608,6/18/15 18:12,6/18/15 18:39,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15815,Customer,,0
1567,6/18/15 18:12,6/18/15 18:38,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19278,Customer,,0
